Day,sales,invest_radio_updated,invst_television_updated,invst_newpaper,invst_bb,invst_bus_taxi,competition
5360,1072908,125416.96,427266,11844.08,175750.28,2295.23856,2398423
5361,15943757,1910879.84,514396,159754.57,2561722.12,22036.75924,3839620
5362,15481468,1847782.16,406020,155982.68,2481747.88,21461.53776,5012472
5363,3192388,382082.56,450034,33102.88,526479.08,5257.95216,3218184
5364,10318796,1240339.52,528662,104053.96,1661771.36,15057.81072,761076
5365,2764591,329844.92,520205,28662.91,457065.56,5103.26012,607885
5366,5138918,613769.16,547790,52278.18,832804.88,7505.37176,6364712
5367,3483993,414476.16,532032,35858.93,570992.88,5715.87076,2852536
5368,16317692,1953560.04,500194,164168.92,2616571.72,22437.35344,994870
5369,11165969,1332326.28,535374,112063.69,1801542.04,16157.07908,6125682
5370,15506477,1859673.24,485807,155414.77,2488092.32,21721.54964,4512027
5371,12970340,1548633.8,485759,130420.4,2088838.4,18618.8488,2978721
5372,8673180,1038391.6,516107,87788.8,1401473.8,12457.5976,4763316
5373,2102866,248348.92,515921,21388.66,341373.56,3797.78312,1117757
5374,209770,16667.4,474980,2859.7,38812.2,782.8964,2938153
5375,7101594,843714.28,535325,71825.94,1146765.04,10668.10408,3575682
5376,5390036,648688.32,456981,54276.36,878016.76,8102.84752,3632292
5377,11075942,1317442.04,529562,111422.42,1778251.72,15935.24344,6515399
5378,10352828,1230437.36,550966,104430.28,1671768.48,15042.73296,1665919
5379,14783239,1773528.68,528603,148443.39,2375027.24,20025.87548,5553290
5380,14449720,1727666.4,443935,144922.2,2319852.2,19691.6304,2849265
5381,3385712,405953.44,463985,34968.12,550639.92,5285.13984,2734240
5382,14681369,1757895.28,457743,147736.69,2362910.04,19995.40708,354102
5383,7777404,932680.48,478347,78455.04,1259855.64,11718.17328,4473131
5384,5541875,662701,483223,55872.75,891464,8707.275,1776341
5385,3168122,381394.64,446070,32007.22,516320.52,4869.92104,1791741
5386,10837052,1294636.24,445441,109457.52,1746655.32,15156.90864,6058877
5387,9850606,1178578.72,493952,99631.06,1586874.96,13834.79992,6729077
5388,6996798,830721.76,559735,71148.98,1133443.68,9662.77336,1371150
5389,8752332,1035664.84,440431,88404.32,1414930.12,12997.07824,3712477
5390,9467057,1133940.84,457710,95226.57,1524116.12,13361.51524,4819844
5391,7572781,901333.72,455887,76135.81,1219866.96,11319.07092,2574775
5392,4409009,522287.08,509973,45165.09,719561.44,6771.89188,1994824
5393,8939102,1072514.24,448316,90482.02,1444331.32,12457.61464,2135975
5394,418179,39837.48,404710,5037.79,80245.64,1588.99628,4411433
5395,7045119,832322.28,569241,71201.19,1132970.04,10552.55708,4875294
5396,8806406,1057954.72,438918,89179.06,1414898.96,12654.45592,5662927
5397,14870049,1771945.88,433681,149688.49,2390362.84,20220.46468,2251404
5398,1861086,224392.32,438424,19394.86,304356.76,3795.63352,6695797
5399,1443211,168683.32,412815,15428.11,237151.76,2986.03852,855311
5400,14012761,1667323.32,519341,141019.61,2252098.76,19717.84452,5697024
5401,9504866,1132984.92,470744,96017.66,1528080.56,13134.42312,2456857
5402,5303819,626514.28,524830,53656.19,860150.04,8268.04108,6898565
5403,1393442,162443.04,553530,15045.42,237425.72,3292.34344,1420950
5404,8253883,984880.96,432264,83689.83,1324779.28,11554.12556,2684313
5405,10327000,1236176,543111,104022,1666594,14646.64,4821573
5406,5526768,655893.16,537714,56145.68,895998.88,7821.33376,4335674
5407,2269006,258169.72,418798,23233.06,372311.96,4317.08792,2397042
5408,11705481,1401418.72,408278,117416.81,1877015.96,16573.23492,1128790
5409,8433442,1012545.04,519234,85393.42,1362499.72,12511.14344,5614259
5410,7611290,910461.8,511293,76522.9,1232541.4,11444.9028,6333216
5411,8933151,1067520.12,518781,90253.51,1436824.16,13145.75932,4959410
5412,15906829,1899785.48,567068,160190.29,2556591.64,22122.01428,1353849
5413,12601565,1507080.8,546334,126691.65,2029360.4,17491.0658,2870591
5414,10762146,1284094.52,548810,108648.46,1737218.36,15254.03272,5688790
5415,6134759,728438.08,459473,62207.59,988863.44,9582.88188,2244901
5416,12530363,1497206.56,525879,125678.63,2013976.08,17411.07916,4726773
5417,12460454,1484295.48,492810,125471.54,1999832.64,17236.79928,3509314
5418,155188,11841.56,405379,2210.88,39309.08,1311.84816,868315
5419,15414559,1844993.08,434643,154879.59,2475783.44,21235.21788,3645149
5420,16104048,1932578.76,473856,161620.48,2592058.68,21822.34336,5987029
5421,9310452,1111436.24,516444,94185.52,1499852.32,12910.79664,5737297
5422,11773004,1416953.48,527561,118130.04,1892523.64,16111.36528,343181
5423,6716642,797218.04,447961,68250.42,1084301.72,9361.96744,5466038
5424,6881135,824915.2,545978,69456.35,1114088.6,9561.0982,6726553
5425,11470291,1373854.92,559918,115494.91,1850412.56,16059.78412,6962075
5426,11016869,1312613.28,425156,111275.69,1776552.04,15251.26708,2747347
5427,7358115,869792.8,553105,74174.15,1192401.4,10136.7118,3908922
5428,7442404,894642.48,462997,75442.04,1196750.64,10616.97328,1809416
5429,3176318,374077.16,471676,32479.18,521618.88,4976.73976,2003772
5430,5509088,661397.56,522280,55979.88,890003.08,8683.99616,3144279
5431,12267891,1472995.92,413732,123844.91,1967586.56,17156.61612,3930226
5432,16528236,1975847.32,437125,166320.36,2658365.76,23050.27152,1646173
5433,3284763,392229.56,449336,33366.63,536766.08,4989.88716,6447395
5434,2573739,301165.68,494039,26815.39,424124.24,4526.33548,4872943
5435,5033948,599940.76,489150,50782.48,816690.68,7439.81136,3125965
5436,10392184,1240393.08,513914,105050.84,1676032.44,14634.68288,4695747
5437,13829124,1655870.88,412439,138672.24,2224723.84,19456.44368,6922617
5438,2711732,323592.84,523013,28117.32,441091.12,4064.48624,6578994
5439,12559304,1505079.48,501836,126051.04,2013678.64,17246.28128,5528958
5440,11649532,1397734.84,495341,117349.32,1869215.12,16642.38224,2145938
5441,6516993,779870.16,488976,66056.93,1050297.88,9612.43076,277065
5442,13705045,1636849.4,560725,138109.45,2207317.2,18844.6594,3423088
5443,1256412,141842.44,418837,13114.12,211991.92,2347.46384,280679
5444,5516633,654567.96,532614,56183.33,892029.28,8512.95556,1320042
5445,9607420,1156373.4,539483,96651.2,1548963.2,13479.7944,3937830
5446,6531399,772242.88,421989,65769.99,1054252.84,9316.44668,3602150
5447,15044083,1807493.96,466775,151636.83,2419967.28,21060.18956,4495104
5448,6682698,793985.76,434502,68009.98,1076511.68,9836.16136,2633887
5449,16621512,1996973.44,415619,166645.12,2674000.92,23051.39584,4615149
5450,7891505,942487.6,489284,79460.05,1278584.8,11207.7866,1438641
5451,10808654,1287348.48,546557,109169.54,1735206.64,15652.42328,2230600
5452,8542233,1027107.96,546659,85915.33,1373580.28,12184.74756,5694716
5453,16893361,2027056.32,509250,169286.61,2713070.76,23024.23652,2374114
5454,1768954,213149.48,436417,18423.54,288128.64,3506.01928,3988062
5455,15366861,1839583.32,420670,154470.61,2474659.76,21693.25652,2213527
5456,1946929,222551.48,407993,20149.29,317759.64,3634.94628,5706347
5457,16779144,2004598.28,546853,168137.44,2692260.04,23244.47008,1565282
5458,6913807,825365.84,439989,69576.07,1115851.12,9642.22524,2847695
5459,15295195,1834971.4,410496,154063.95,2462929.2,21136.6574,532715
5460,14169434,1700547.08,483855,142231.34,2272078.44,19964.65288,741830
5461,5883434,702637.08,438214,59598.34,945843.44,8494.13288,3401789
5462,10087830,1209387.6,513997,101905.3,1630008.8,14662.9356,1579156
5463,4198291,498889.92,543605,42756.91,681943.56,6210.74412,2843249
5464,16609690,1984677.8,488147,167273.9,2668195.4,23117.7908,2015267
5465,6562060,782588.2,547435,66643.6,1064616.6,9998.9192,5855310
5466,9804578,1168504.36,540941,98545.78,1582329.48,14375.04296,3662692
5467,11468907,1374288.84,403777,115593.07,1849345.12,15936.95724,6801122
5468,13948659,1665358.08,521479,140182.59,2236112.44,19101.22988,2851735
5469,4304012,514360.44,444280,43524.12,698213.92,6553.29584,1946693
5470,8071736,954441.32,495057,81693.36,1295632.76,11529.69152,4055873
5471,13360484,1595970.08,495896,134149.84,2151422.44,18867.83888,5021675
5472,13320950,1591119,401806,133870.5,2137491,17999.654,6837377
5473,8115681,972092.72,442373,81969.81,1311286.96,12145.69892,2518498
5474,627147,64539.64,408407,7084.47,107889.52,1372.83404,1027312
5475,6384415,760169.8,406897,64469.15,1029977.4,9168.4278,6087488
5476,7433731,888193.72,538766,74718.31,1195488.96,10761.52492,2630549
5477,16384596,1959958.52,470567,164583.96,2630291.36,22237.66672,5749982
5478,568437,65746.44,475515,5995.37,95440.92,2159.33684,5029632
5479,10862680,1298474.6,406153,109575.8,1746103.8,15075.7376,1148343
5480,357668,35506.16,511813,4550.68,61369.88,1222.12176,1323057
5481,4178693,491686.16,406148,42364.93,678645.88,6247.87476,4737072
5482,9790992,1173141.04,519182,98896.92,1574995.72,13436.10944,3906013
5483,6907818,823258.16,478624,69749.18,1113990.88,10444.31976,6036916
5484,8487390,1014630.8,436206,85466.9,1366879.4,12103.3548,2144524
5485,16590454,1978457.48,549696,166720.54,2664198.64,23395.39928,5554663
5486,11488296,1370200.52,463463,115306.96,1851741.36,16587.55072,681404
5487,10019925,1197292,474844,100751.25,1608718,13967.301,5105462
5488,14455838,1723771.56,541384,145643.38,2324116.08,20113.70616,5530195
5489,6818812,814726.44,492076,69251.12,1097624.92,9670.83184,1779123
5490,15645280,1872834.6,402351,156793.8,2513895.8,21406.7696,6917020
5491,4352954,508588.48,565095,44352.54,704444.64,6490.89928,4363232
5492,13677390,1634016.8,534106,137614.9,2203523.4,19127.1548,1910405
5493,451544,48459.28,424825,5221.44,83635.04,1819.03808,4675291
5494,5916642,701909.04,556928,59715.42,951880.72,8738.96744,2579206
5495,1829339,220945.68,420011,18889.39,304518.24,3233.72748,484907
5496,11607067,1380229.04,466178,117049.67,1870132.72,16654.32844,4198925
5497,7016097,828236.64,462961,71166.97,1128693.52,10119.24804,2620206
5498,15088883,1802797.96,407776,151409.83,2428481.28,20839.32556,4991182
5499,15501482,1861805.84,420711,155682.82,2494310.12,21613.95624,3576022
5500,9128646,1089515.52,460944,92316.46,1472686.36,12718.81272,3619746
5501,301663,26990.56,512724,3870.63,60190.08,1280.19516,1961950
5502,809551,90707.12,558739,8766.51,135745.16,1890.60732,6854334
5503,13467449,1610293.88,527968,135555.49,2169641.84,19116.03268,5331184
5504,2018927,233887.24,535347,21281.27,332785.32,4076.98364,3253510
5505,14078633,1678575.96,532311,141983.33,2264512.28,19966.79556,2143872
5506,8160357,968392.84,421241,82691.57,1320840.12,11672.67124,2674853
5507,6920445,823600.4,514918,69539.45,1118582.2,9945.9874,2652862
5508,14929038,1793392.56,541625,149654.38,2400475.08,20413.33016,1889272
5509,3344056,394413.72,530347,34617.56,542889.96,5379.15392,3372246
5510,15139675,1813638,444158,152229.75,2430362,21482.371,1065875
5511,14418488,1719312.56,567961,144637.88,2320829.08,20028.40416,3634916
5512,9283480,1113265.6,443791,93821.8,1492576.8,13693.1936,5042495
5513,12881562,1545938.44,487364,129563.62,2074025.92,18401.66184,5153221
5514,5616172,661386.64,434967,57097.72,905989.52,8289.34704,2045866
5515,1815901,213391.12,429919,18940.01,302487.16,2814.98932,3860875
5516,8929625,1066898,482306,90099.25,1439058,12872.105,2381580
5517,6294289,753863.68,504327,63605.89,1021589.24,9355.46148,4101230
5518,2510848,297919.76,408341,25664.48,413033.68,4303.31936,3685367
5519,12108152,1440252.24,548309,122259.52,1950188.32,17273.76064,704092
5520,4172487,490203.44,428136,42425.87,676827.92,6429.68284,2829439
5521,9465376,1132560.12,504519,95198.76,1526775.16,13859.29632,2780671
5522,10540632,1257782.84,473414,106343.32,1690726.12,14573.63424,6141398
5523,12778640,1526384.8,401534,128535.4,2058690.4,17385.8048,2455086
5524,475131,47403.72,489100,5124.31,89642.96,1755.17292,3087335
5525,6314815,753369.8,448628,63620.15,1019596.4,9239.5558,2943025
5526,13428959,1608792.08,446031,134809.59,2154684.44,19039.22588,3871607
5527,10894642,1301226.04,480385,109506.42,1748596.72,15271.92744,2690976
5528,12051582,1446915.84,552574,121003.82,1932397.12,17300.08824,5941396
5529,12782356,1521626.72,409446,128788.56,2057624.96,17749.70992,665682
5530,7615678,907100.36,483313,76836.78,1223127.48,10857.69496,609340
5531,14294946,1703150.52,453230,144012.46,2302923.36,19389.32872,4178146
5532,13488584,1609346.08,515540,135578.84,2166633.44,18416.93088,3760161
5533,14706950,1752737,416344,148161.5,2366338,20622.174,2798411
5534,5349918,638736.16,429845,53930.18,866607.88,8047.89176,2007828
5535,16196010,1937958.2,552129,162930.1,2600367.6,22300.7332,5307772
5536,6565617,789391.04,544704,66849.17,1057887.72,9810.61444,5693614
5537,8792717,1054685.04,426086,88647.17,1412649.72,12931.38644,5805955
5538,13360123,1593883.76,506561,134086.23,2143921.68,18075.36236,6117051
5539,2890983,335841.96,433038,29282.83,472502.28,4753.09756,6652809
5540,9920428,1185796.36,463002,99978.28,1595605.48,14245.96496,3875747
5541,12332456,1476600.72,506095,124146.56,1988248.96,17542.84192,3517440
5542,12307211,1474761.32,424346,123727.11,1976120.76,17051.51852,3318598
5543,6011603,711670.36,424095,61044.03,974641.48,9423.31596,643089
5544,6903851,828171.12,557784,69547.51,1111297.16,10506.08332,1740451
5545,12118601,1452050.12,410509,122127.01,1954783.16,17296.55332,2564186
5546,12745775,1529022,527735,128500.75,2049550,17374.423,4095356
5547,6434028,773639.36,419107,64954.28,1041561.48,9688.91696,5159698
5548,13380359,1596271.08,439709,134550.59,2150277.44,18816.07388,5885316
5549,2646702,318981.24,467708,27378.02,427543.32,4957.64664,1251475
5550,5779095,690034.4,545706,58191.95,940425.2,8849.4054,3541900
5551,7726535,921075.2,432305,78435.35,1243936.6,10666.0262,1142045
5552,8387888,1003873.56,496584,84431.88,1355400.08,12234.01216,2474026
5553,5553255,666038.6,514241,56694.55,898542.8,8020.2966,2819558
5554,2960442,345296.04,426169,29935.42,481785.72,4771.78344,3825762
5555,15355683,1841661.96,550285,154422.83,2463165.28,21679.50156,2567432
5556,16600895,1992123.4,431686,166730.95,2665876.2,22708.1814,3362533
5557,8994729,1068091.48,489938,91046.29,1443310.64,12858.04228,3182728
5558,6464784,773964.08,496717,65102.84,1045722.44,9243.51488,2691302
5559,16576755,1987809.6,493522,166552.55,2663968.8,22787.3166,1389614
5560,4734771,554201.52,427536,47782.71,771881.36,7642.89772,3999082
5561,15856927,1891557.24,419045,159174.27,2552741.32,21995.14364,2692416
5562,4273377,513361.24,411035,43425.77,695525.32,6411.85764,3992159
5563,3005298,349602.76,433171,30974.98,493524.68,4604.99336,2069957
5564,13179329,1583717.48,472390,132361.29,2115790.64,18581.71428,5282192
5565,2773899,326793.88,507031,28806.99,448855.84,4317.54668,4425092
5566,10593140,1264165.8,443256,106953.4,1707650.4,14440.9448,3320521
5567,10497683,1257553.96,415667,105280.83,1685026.28,15135.94156,699965
5568,1607582,182158.84,515774,17024.82,270001.12,3158.00824,5476839
5569,15312775,1831461,565683,154206.75,2463301,21218.863,5374330
5570,5599159,664546.08,483825,56680.59,909178.44,7798.88988,6784772
5571,16521126,1981339.12,402668,166152.26,2657156.16,23109.88632,290623
5572,1329803,152474.36,561151,13854.03,227062.48,2360.33996,3343738
5573,9654457,1156952.84,463561,97250.57,1552391.12,13150.88324,4805804
5574,13841786,1652503.32,552788,138820.86,2226916.76,19324.15752,5653045
5575,5608340,672509.8,491417,56920.4,903049.4,8768.0088,6131087
5576,4824294,574384.28,462303,48789.94,779499.04,7021.06808,6915360
5577,4858710,580182.2,507316,49040.1,788683.6,7784.4972,5793933
5578,15341606,1836957.72,476743,153779.06,2466025.96,20948.91992,2491982
5579,12742579,1528643.48,567865,127896.79,2044238.64,17684.20428,5863716
5580,9885007,1181081.84,459475,99865.07,1591633.12,14225.20924,4094897
5581,2676751,311780.12,536395,27452.51,432931.16,4895.31132,4394335
5582,4114284,492806.08,449278,41868.84,665544.44,6251.85488,636230
5583,12678210,1511856.2,473968,127250.1,2041874.6,18204.2372,6767503
5584,14481635,1726633.2,498548,145909.35,2323456.6,20464.7582,6696159
5585,3381736,394099.32,560955,34547.36,546731.76,5205.89152,1111183
5586,1668517,197344.04,517658,17334.17,282085.72,2701.44244,3212743
5587,9897712,1184152.44,427598,99717.12,1597540.92,14358.97984,4263142
5588,13466554,1612828.48,569261,135618.54,2162701.64,19095.85128,836615
5589,1525440,179883.8,519133,16416.4,256521.4,2710.5808,202458
5590,8791100,1049858,422097,88841,1417599,12657.252,6241330
5591,11840091,1410594.92,504852,118869.91,1898678.56,16334.92012,6028944
5592,16015884,1922105.08,513410,161206.84,2567262.44,22252.96688,4783914
5593,10554782,1255429.84,547184,105997.82,1700206.12,14502.31224,169129
5594,12255565,1460419.8,454223,123544.65,1974876.4,17246.3458,4509736
5595,11140456,1327452.72,504124,112013.56,1793205.96,15724.40192,5025934
5596,16577321,1980291.52,408546,166716.21,2656738.36,22515.06372,599380
5597,159057,20071.84,527656,2466.57,35603.12,723.95524,4380387
5598,4153911,498950.32,532958,42121.11,676135.76,6792.16252,4360569
5599,8690265,1042543.8,541957,87712.65,1401456.4,12509.1498,802016
5600,14485965,1733674.8,479792,145233.65,2325384.4,19616.4738,1024784
5601,3216815,374378.8,497729,33320.15,523761.4,5257.1958,5092721
5602,9117179,1088201.48,416200,91669.79,1470298.64,13491.67628,3717965
5603,2982353,353865.36,505667,30576.53,485678.48,4953.70596,460949
5604,8730407,1042678.84,449558,87771.07,1411179.12,12408.13724,462439
5605,2250942,257988.04,561158,23708.42,365332.72,4453.24344,4548455
5606,11024216,1318156.92,540542,110999.16,1768225.56,15397.96512,4032289
5607,13537506,1618976.72,451338,136575.06,2173410.96,18314.50792,583063
5608,13166614,1573545.68,495231,132643.14,2113997.24,18733.93048,161429
5609,11187908,1338280.96,558841,112556.08,1800962.28,15889.03856,5217737
5610,10866240,1294197.8,427316,109432.4,1750578.4,14830.4368,4319428
5611,960482,108263.84,498889,10719.82,159438.12,1811.83624,2765701
5612,2387200,272897,505510,24930,386715,4389.104,5137691
5613,8755893,1038319.16,477577,88735.93,1416530.88,12842.77876,2706815
5614,2140114,251688.68,461678,21820.14,352401.24,4155.95048,423372
5615,1969940,229795.8,456369,20819.4,320244.4,3475.3208,5541926
5616,4787502,568893.24,513544,48953.02,779114.32,7285.50264,2719866
5617,1224967,147357.04,470739,12902.67,210142.72,2262.95644,5183247
5618,11872418,1413413.16,535295,119531.18,1908693.88,16877.59176,2520354
5619,9054088,1088096.56,454070,91339.88,1463765.08,12489.39616,748351
5620,371559,44265.08,450164,4167.59,67479.44,1184.45788,3199061
5621,5698641,673858.92,510942,57761.41,917034.56,8830.20612,2125843
5622,7131878,849489.36,500597,71818.78,1152558.48,10503.07896,5366735
5623,16592662,1993646.44,557465,166532.62,2666668.92,22522.31384,1825100
5624,775173,85058.76,412935,8259.73,129670.68,1705.22836,1679928
5625,8757033,1044821.96,482222,88194.33,1410107.28,13027.28356,2423961
5626,235503,24439.36,544059,2738.03,53303.48,1630.86396,5206985
5627,5761853,686740.36,550995,58608.53,932454.48,8858.64596,1433313
5628,15126397,1816250.64,460971,152027.97,2428131.52,20922.84404,1231863
5629,10610884,1268386.08,462320,106847.84,1709624.44,15315.36688,2779530
5630,11962263,1423187.56,410532,120666.63,1927008.08,16990.18716,499843
5631,12960847,1542876.64,495171,130029.47,2086279.52,17714.31804,2094758
5632,15617535,1861368.2,440655,156699.35,2504330.6,21883.1462,235876
5633,16118418,1933951.16,556003,162177.18,2586861.88,21693.31176,6608466
5634,11472408,1371309.96,526496,115284.08,1849404.28,16468.57856,847890
5635,7000838,838387.56,538390,71013.38,1128115.08,10126.10616,6992128
5636,9872368,1187462.16,505638,99521.68,1585983.88,14334.52576,4412997
5637,2784543,324570.16,404858,28601.43,450726.88,4768.59676,847091
5638,4398162,525956.44,479427,44866.62,714719.92,6993.57384,279937
5639,1000197,111500.64,560060,10406.97,175846.52,2337.26004,5505489
5640,3818465,454733.8,458394,38502.65,622694.4,6485.3738,6392135
5641,15274013,1835105.56,554749,153134.13,2457083.08,21199.69716,3222437
5642,10284945,1238112.4,520476,103499.45,1656908.2,14582.1274,2735132
5643,2477981,295715.72,532940,25222.81,411004.96,4001.93492,6170232
5644,16053095,1914776.4,560731,161164.95,2576096.2,21729.0854,4948681
5645,16404810,1965354.2,522762,164392.1,2637611.6,22674.3492,6425024
5646,13201347,1574831.64,514392,133122.47,2125946.52,18822.77804,1872641
5647,3661944,428621.28,557078,37056.44,594002.04,5970.76608,5519033
5648,15200249,1813053.88,408946,153187.49,2440871.84,20911.32868,3196506
5649,16851495,2019317.4,447191,168991.95,2712158.2,23007.9734,5564891
5650,14977016,1791768.92,511914,150120.16,2408737.56,20875.66112,4175440
5651,13984007,1672219.84,427957,140988.07,2250155.12,19057.88924,1689436
5652,16466264,1967496.68,517256,165691.64,2638868.24,22703.46848,6241007
5653,13737884,1644764.08,521845,138163.84,2212191.44,18965.00688,1074000
5654,9281603,1111522.36,460628,93171.03,1493463.48,13614.71596,1687060
5655,14168586,1703209.32,481252,142299.86,2280362.76,20043.53352,3246906
5656,11300086,1354470.32,550810,113668.86,1820442.76,16142.11352,292895
5657,10948465,1309344.8,504416,109785.65,1765178.4,15644.9738,5062738
5658,9771654,1167592.48,470490,98884.54,1578794.64,14346.58328,5582982
5659,14902055,1776216.6,475816,149557.55,2389282.8,20329.7126,6056266
5660,6218060,733854.2,479391,62742.6,1002995.6,8931.8392,4088271
5661,1361233,151968.96,492680,13929.33,224390.28,3153.82756,4962204
5662,7415378,889360.36,404688,75244.78,1191028.48,10569.29896,2597336
5663,11349470,1355406.4,496510,113866.7,1825209.2,15820.3004,6577525
5664,8120843,971737.16,482933,82364.43,1303767.88,11482.51276,420398
5665,2607203,306337.36,485729,26855.03,428121.48,4143.50796,3091981
5666,5343078,632654.36,476071,53803.78,867947.48,8197.86296,2613454
5667,9453010,1128844.2,416255,95263.1,1527052.6,13622.9732,3886475
5668,14946175,1782165,513769,149968.75,2397274,20585.951,4054437
5669,12885411,1538254.32,541932,129780.11,2076759.76,17534.74252,6326381
5670,13239443,1578200.16,562907,133528.43,2125124.88,18914.06476,3549846
5671,1483460,169047.2,410684,15830.6,247533.6,3154.1672,3294968
5672,15263187,1831497.44,433083,153096.87,2447033.92,20777.40684,5521022
5673,11041762,1328847.44,403786,111141.62,1771107.92,15777.12584,4409660
5674,4833258,568482.96,490170,49151.58,788519.28,6990.90056,6768535
5675,13136101,1574165.12,448758,132551.01,2117415.16,18777.65332,3253295
5676,7009962,833557.44,516311,70471.62,1130990.92,10165.14984,1003797
5677,3332762,387567.44,464476,34064.62,538741.92,5302.24584,5740622
5678,9698074,1151160.88,524621,97787.74,1566144.84,13501.45768,2400383
5679,12598269,1505430.28,533735,126637.69,2020029.04,17842.71508,1600196
5680,10909924,1303978.88,553977,109592.24,1757232.84,15580.09968,4249870
5681,5826525,688592,438586,58957.25,944583,8911.013,6536041
5682,14352968,1717333.16,511065,144682.68,2306044.88,20255.91776,2910398
5683,2910635,342660.2,552638,29919.35,475650.6,4970.0382,978578
5684,7955885,955128.2,450721,79976.85,1284287.6,11284.7682,3610078
5685,3546449,424694.88,474787,35935.49,572154.84,5220.31268,2471807
5686,13011689,1550583.68,553994,130527.89,2095832.24,17834.42948,5271183
5687,3285536,384715.32,474989,33173.36,535584.76,5251.90752,6825135
5688,6086021,720558.52,479344,61532.21,986702.36,9473.54772,5432395
5689,15729412,1888152.44,430399,157986.12,2529054.92,21364.82384,2718019
5690,6987836,832908.32,417753,70503.36,1129371.76,9623.94352,4658489
5691,2295976,271159.12,540079,23648.76,378006.16,4140.68832,2135625
5692,15136403,1817488.36,453562,151677.03,2435493.48,21178.05196,6586686
5693,574299,69499.88,461801,6545.99,95992.84,1279.07468,2911720
5694,530327,51084.24,449925,5908.27,100808.32,1143.03164,2031210
5695,13171868,1570023.16,494179,132640.68,2114056.88,18644.86576,2889020
5696,12422464,1484703.68,505919,124622.64,1999561.24,17818.65248,6245930
5697,1778834,211328.08,466347,18476.34,298374.44,3840.06088,5465447
5698,12098597,1453704.64,552115,122169.97,1945404.52,17310.14804,2395961
5699,13012563,1557342.56,505883,131235.63,2088072.08,17604.58316,3689431
5700,7408846,877705.52,532966,75191.46,1189416.36,10693.67672,3134250
5701,13070162,1563113.44,413865,131900.62,2102380.92,18387.61384,6189379
5702,12815042,1537636.04,433483,129152.42,2058213.72,17456.85544,3582190
5703,464555,46152.6,403036,5540.55,88838.8,1861.2126,1128893
5704,848566,93577.92,445826,9474.66,148429.56,2395.10712,3592180
5705,11837133,1412929.96,507422,118680.33,1904752.28,16703.01556,4899527
5706,4738269,564032.28,482507,48117.69,764923.04,6876.51508,3258131
5707,14175163,1687457.56,491058,142820.63,2283342.08,19221.21516,5891489
5708,16198773,1941642.76,502438,162423.73,2603791.68,22442.38036,3217254
5709,13366329,1589476.48,422487,134043.29,2149310.64,18289.55428,2494715
5710,13054071,1557701.52,457179,131129.71,2099920.36,18016.37372,4191042
5711,12002686,1429346.32,464002,120648.86,1925247.76,17074.54552,2128945
5712,16497654,1977357.48,413159,165573.54,2648081.64,22832.90328,183679
5713,392750,38581,492321,4908.5,77203,1389.43,5296875
5714,12967374,1545852.88,400314,130868.74,2089554.84,18419.93368,1062827
5715,5606158,670651.96,467577,56776.58,908927.28,8336.12856,906554
5716,12885062,1542189.44,438691,129497.62,2075798.92,17719.28184,2944059
5717,7294619,874782.28,563954,73725.19,1173860.04,10083.89708,1349511
5718,14247446,1697505.52,525595,142796.46,2295377.36,19367.62872,2422178
5719,16684175,1990126,494033,167358.75,2678355,22698.111,5657662
5720,1183269,135108.28,500498,12168.69,197807.04,2476.91508,954737
5721,16778102,2010802.24,436402,168868.02,2697656.32,23470.09464,5764225
5722,15175484,1821645.08,530480,152439.84,2433510.44,21384.63888,1818735
5723,7217626,855386.12,462139,72577.26,1158956.16,10988.26632,6204231
5724,977477,118657.24,413833,10519.77,170866.32,1764.26964,4906183
5725,14524560,1739913.2,442323,145628.6,2329607.6,19936.4192,1985895
5726,5987028,715440.36,562767,60221.28,970087.48,9301.87696,4185370
5727,7620885,911022.2,449117,77342.85,1235212.6,11269.5682,2237596
5728,4752970,564133.4,402266,48259.7,775589.2,6858.9204,2536849
5729,12518988,1489923.56,481307,125611.88,2018573.08,17195.06416,1624679
5730,6341045,751378.4,400773,64282.45,1023818.2,9671.1794,1131552
5731,502334,48308.08,471637,5510.34,90559.44,1665.08088,980189
5732,15025904,1801881.48,486166,150803.04,2416313.64,21225.19328,2708367
5733,10735164,1284859.68,496875,107965.64,1729730.24,14761.41648,3888914
5734,2667716,318747.92,510878,27334.16,434509.56,4341.38512,1708705
5735,4463970,536624.4,474336,45831.7,723049.2,6306.4404,4234645
5736,2207724,259137.88,560951,22709.24,366894.84,3977.19568,4226268
5737,5806030,689677.6,496987,58866.3,944193.8,8138.9596,748915
5738,2517487,288484.44,409974,26069.87,414473.92,4729.08284,939074
5739,1863770,210282.4,417542,19539.7,310197.2,3006.1764,2811287
5740,5689054,679577.48,567710,57661.54,915305.64,8282.55128,1836969
5741,8738507,1048731.84,516993,87689.07,1412107.12,12086.82924,1623946
5742,8111140,960624.8,405787,81806.4,1311130.4,11451.7048,1179963
5743,4065360,477734.2,558890,41699.6,660912.6,6093.2752,3118634
5744,8756859,1050494.08,521941,88714.59,1408929.44,12943.05388,6043007
5745,4415816,522834.92,529210,44617.16,714962.56,6303.87712,195578
5746,5863548,694426.76,420491,59070.48,948229.68,8573.88336,2665863
5747,6645208,785193.96,418266,67011.08,1077426.28,9416.67456,1720759
5748,7218559,855999.08,491651,73171.59,1168301.44,10038.49788,369265
